material_id,pretty_formula,full_formula,unit_cell_formula,density,spacegroup.crystal_system,volume,band_gap,formation_energy_per_atom,e_above_hull,z_A,z_B,z_X,row_A,row_B,row_X,grp_A,grp_B,grp_X,atom_mass_A,atom_mass_B,atom_mass_X,mol_vol_A,mol_vol_B,mol_vol_X,ion_rad_A,ion_rad_B,ion_rad_X,cov_rad_A,cov_rad_B,cov_rad_X,vdw_rad_A,vdw_rad_B,vdw_rad_X,x_A,x_B,x_X,ea_A,ea_B,ea_X,k_A,k_B,k_X,val_A,val_B,val_X,bp_A,bp_B,bp_X,mp_A,mp_B,mp_X,heat_fus_A,heat_fus_B,heat_fus_X,ie_A,ie_B,ie_X,a,b,c,alpha,beta,gamma,nA,nB,nX,rA,rB,rX,mu,t,tau
mp-29882,CsPdCl3,Cs4Pd4Cl12,"{'Cs': 4.0, 'Pd': 4.0, 'Cl': 12.0}",3.330234707454555,3,689.4679654995359,1.6597,-1.4723708750422069,0.0097055710000004,55,46,17,6,5,3,1,10,17,132.9054519,106.42,35.453,70.94,8.56,17.39,1.81,0.84625,0.78,2.38,1.3,1.0,348,215,182,0.79,2.2,3.16,45.505,53.225,348.575,36.0,72.0,0.0089,1.0,4.0,5.0,944.0,3236.0,239.11,301.59,1828.05,171.6,2.09,16.7,3.2,375.7,804.4,1251.2,9.94113911,9.94113911,9.94113911,124.74724088,115.07152322,90.3605942,1.0,2.0,-1.0,1.88,0.86,1.81,0.4751381215469613,0.9772374616398353,3.8997686914616905
mp-1070375,CsSnCl3,Cs1Sn1Cl3,"{'Cs': 1.0, 'Sn': 1.0, 'Cl': 3.0}",3.340110862276889,0,177.9673150787159,2.1315,-1.7994483715422072,0.0039211400000005,55,50,17,6,5,3,1,14,17,132.9054519,118.71,35.453,70.94,16.29,17.39,1.81,0.83,0.78,2.38,1.4,1.0,348,242,182,0.79,1.96,3.16,45.505,107.298,348.575,36.0,67.0,0.0089,1.0,4.0,5.0,944.0,2875.0,239.11,301.59,505.08,171.6,2.09,7.0,3.2,375.7,708.6,1251.2,5.624882,5.624882,5.624882,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,1.15,1.81,0.6353591160220994,0.8814946022224189,3.899955564009785
mp-27394,CsSnCl3,Cs4Sn4Cl12,"{'Cs': 4.0, 'Sn': 4.0, 'Cl': 12.0}",3.1449839153387478,2,756.036378215494,3.1375,-1.803369511542207,0.0,55,50,17,6,5,3,1,14,17,132.9054519,118.71,35.453,70.94,16.29,17.39,1.81,0.83,0.78,2.38,1.4,1.0,348,242,182,0.79,1.96,3.16,45.505,107.298,348.575,36.0,67.0,0.0089,1.0,4.0,5.0,944.0,2875.0,239.11,301.59,505.08,171.6,2.09,7.0,3.2,375.7,708.6,1251.2,7.912533,5.848003,17.10394541,72.79715727,90.0,90.0,1.0,2.0,-1.0,1.88,1.15,1.81,0.6353591160220994,0.8814946022224189,3.899955564009785
mp-1080233,CsSrCl3,Cs1Sr1Cl3,"{'Cs': 1.0, 'Sr': 1.0, 'Cl': 3.0}",2.885071907266964,2,188.14241727454157,5.005599999999999,-2.64051450087554,0.0128832119999997,55,38,17,6,5,3,1,2,17,132.9054519,87.62,35.453,70.94,33.94,17.39,1.81,1.32,0.78,2.38,1.9,1.0,348,284,182,0.79,0.95,3.16,45.505,4.631,348.575,36.0,35.0,0.0089,1.0,2.0,5.0,944.0,1655.0,239.11,301.59,1050.0,171.6,2.09,8.0,3.2,375.7,549.5,1251.2,5.73028118,5.73028118,5.72980373,89.84193361,89.84193361,90.15441322,1.0,2.0,-1.0,1.88,1.18,1.81,0.6519337016574586,0.8726501747753712,3.9546073476483214
mp-1213642,CsSrCl3,Cs1Sr1Cl3,"{'Cs': 1.0, 'Sr': 1.0, 'Cl': 3.0}",2.886151431172025,0,188.07204527852977,5.008900000000001,-2.64057814487554,0.0128195679999998,55,38,17,6,5,3,1,2,17,132.9054519,87.62,35.453,70.94,33.94,17.39,1.81,1.32,0.78,2.38,1.9,1.0,348,284,182,0.79,0.95,3.16,45.505,4.631,348.575,36.0,35.0,0.0089,1.0,2.0,5.0,944.0,1655.0,239.11,301.59,1050.0,171.6,2.09,8.0,3.2,375.7,549.5,1251.2,5.729386,5.729386,5.729386,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,1.18,1.81,0.6519337016574586,0.8726501747753712,3.9546073476483214
mp-22977,CsVCl3,Cs2V2Cl6,"{'Cs': 2.0, 'V': 2.0, 'Cl': 6.0}",3.2666983638410283,1,295.03692524777085,0.4775999999999998,-1.8913599955422071,0.0,55,23,17,6,4,3,1,5,17,132.9054519,50.9415,35.453,70.94,8.32,17.39,1.81,0.7775,0.78,2.38,1.44,1.0,348,242,182,0.79,1.63,3.16,45.505,50.6,348.575,36.0,31.0,0.0089,1.0,5.0,5.0,944.0,3680.0,239.11,301.59,2183.0,171.6,2.09,22.8,3.2,375.7,650.9,1251.2,7.36552855,7.36552855,6.279686,90.0,90.0,120.00000498,1.0,2.0,-1.0,1.88,0.79,1.81,0.43646408839779005,1.003547700991677,4.03596392500951
mp-1070599,CsYbCl3,Cs1Yb1Cl3,"{'Cs': 1.0, 'Yb': 1.0, 'Cl': 3.0}",4.286410771664112,0,159.72516078930295,5.3852,-2.6893057168755403,0.0,55,70,17,6,8,3,1,16,17,132.9054519,173.04,35.453,70.94,24.84,17.39,1.81,1.084,0.78,2.38,1.78,1.0,348,274,182,0.79,1.26,3.16,45.505,-1.93,348.575,36.0,39.0,0.0089,1.0,3.0,5.0,944.0,1469.0,239.11,301.59,1097.0,171.6,2.09,7.7,3.2,375.7,603.4,1251.2,5.425725,5.425725,5.425725,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,1.02,1.81,0.56353591160221,0.9219872871301624,3.7887865769548648
mp-1211589,KCaCl3,K1Ca1Cl3,"{'K': 1.0, 'Ca': 1.0, 'Cl': 3.0}",1.9636226957257223,0,156.89807138304974,4.8166,-2.554882231556,0.0457255640000004,19,20,17,4,4,3,1,2,17,39.0983,40.078,35.453,45.94,26.2,17.39,1.52,1.14,0.78,2.0,1.74,1.0,273,262,182,0.82,1.01,3.16,48.385,2.37,348.575,100.0,200.0,0.0089,1.0,2.0,5.0,1032.0,1757.0,239.11,336.53,1115.0,171.6,2.33,8.54,3.2,418.8,589.8,1251.2,5.393523,5.393523,5.393523,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,1.0,1.81,0.5524861878453039,0.8681560124888217,4.125165674016444
mp-998601,KCaCl3,K1Ca1Cl3,"{'K': 1.0, 'Ca': 1.0, 'Cl': 3.0}",1.94888213557156,2,158.08478525203168,4.799,-2.554949069556,0.0456587260000005,19,20,17,4,4,3,1,2,17,39.0983,40.078,35.453,45.94,26.2,17.39,1.52,1.14,0.78,2.0,1.74,1.0,273,262,182,0.82,1.01,3.16,48.385,2.37,348.575,100.0,200.0,0.0089,1.0,2.0,5.0,1032.0,1757.0,239.11,336.53,1115.0,171.6,2.33,8.54,3.2,418.8,589.8,1251.2,5.40737222,5.40737222,5.40651703,89.99604413,89.99604413,90.021713,1.0,2.0,-1.0,1.64,1.0,1.81,0.5524861878453039,0.8681560124888217,4.125165674016444
mp-23442,KCdCl3,K4Cd4Cl12,"{'K': 4.0, 'Cd': 4.0, 'Cl': 12.0}",3.132262093286354,3,546.8257424632853,3.5288,-1.812558194556,0.0,19,48,17,4,5,3,1,12,17,39.0983,112.411,35.453,45.94,13.0,17.39,1.52,1.09,0.78,2.0,1.4,1.0,273,249,182,0.82,1.69,3.16,48.385,0.0,348.575,100.0,97.0,0.0089,1.0,2.0,5.0,1032.0,1040.0,239.11,336.53,594.22,171.6,2.33,6.3,3.2,418.8,867.8,1251.2,4.069726,9.013635,14.906779,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.95,1.81,0.5248618784530387,0.8838834764831844,4.0670742823601715
mp-27450,KCuCl3,K4Cu4Cl12,"{'K': 4.0, 'Cu': 4.0, 'Cl': 12.0}",2.649852352891438,2,523.8905395157138,0.2580999999999999,-1.4514761270560002,0.0,19,29,17,4,4,3,1,11,17,39.0983,63.546,35.453,45.94,7.11,17.39,1.52,0.82,0.78,2.0,1.22,1.0,273,238,182,0.82,1.9,3.16,48.385,119.159,348.575,100.0,400.0,0.0089,1.0,2.0,5.0,1032.0,3200.0,239.11,336.53,1357.77,171.6,2.33,13.1,3.2,418.8,745.5,1251.2,13.880511,4.276806,8.9651945,79.85471078,90.0,90.0,1.0,2.0,-1.0,1.64,0.73,1.81,0.4033149171270718,0.9604403130289719,4.255033906011697
mp-636978,KCuCl3,K4Cu4Cl12,"{'K': 4.0, 'Cu': 4.0, 'Cl': 12.0}",2.065254287127698,2,672.1848188118263,0.2416,-1.4094520075559998,0.0420241195000015,19,29,17,4,4,3,1,11,17,39.0983,63.546,35.453,45.94,7.11,17.39,1.52,0.82,0.78,2.0,1.22,1.0,273,238,182,0.82,1.9,3.16,48.385,119.159,348.575,100.0,400.0,0.0089,1.0,2.0,5.0,1032.0,3200.0,239.11,336.53,1357.77,171.6,2.33,13.1,3.2,418.8,745.5,1251.2,14.372141,4.757822,9.83098369,89.24271194,90.0,90.0,1.0,2.0,-1.0,1.64,0.73,1.81,0.4033149171270718,0.9604403130289719,4.255033906011697
mp-23538,KFeCl3,K4Fe4Cl12,"{'K': 4.0, 'Fe': 4.0, 'Cl': 12.0}",2.7123008167977827,3,492.9694099949901,0.0491999999999999,-1.5528136185560002,0.3283042173333328,19,26,17,4,4,3,1,8,17,39.0983,55.845,35.453,45.94,7.09,17.39,1.52,0.8525,0.78,2.0,1.24,1.0,273,244,182,0.82,1.83,3.16,48.385,14.569,348.575,100.0,80.0,0.0089,1.0,3.0,5.0,1032.0,3134.0,239.11,336.53,1811.0,171.6,2.33,13.8,3.2,418.8,762.5,1251.2,3.890847,8.862346,14.296414,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.78,1.81,0.430939226519337,0.941898994244629,4.149743254749164
mp-998231,KGeCl3,K1Ge1Cl3,"{'K': 1.0, 'Ge': 1.0, 'Cl': 3.0}",2.3670398921308373,2,153.00083795544327,2.5104,-1.6211664385560005,0.0280590969999998,19,32,17,4,4,3,1,14,17,39.0983,72.64,35.453,45.94,13.63,17.39,1.52,0.77,0.78,2.0,1.2,1.0,273,229,182,0.82,2.01,3.16,48.385,118.939,348.575,100.0,60.0,0.0089,1.0,4.0,5.0,1032.0,3093.0,239.11,336.53,1211.4,171.6,2.33,31.8,3.2,418.8,762.0,1251.2,5.35616159,5.35616159,5.33510833,89.08382834,89.08382834,89.15415082,1.0,2.0,-1.0,1.64,0.73,1.81,0.4033149171270718,0.9604403130289719,4.255033906011697
mp-27865,KMgCl3,K4Mg4Cl12,"{'K': 4.0, 'Mg': 4.0, 'Cl': 12.0}",2.259871760738667,3,498.9609341261517,4.9792,-2.249794786722666,0.0027526014999987,19,12,17,4,3,3,1,2,17,39.0983,24.305,35.453,45.94,14.0,17.39,1.52,0.86,0.78,2.0,1.4,1.0,273,251,182,0.82,1.31,3.16,48.385,0.0,348.575,100.0,160.0,0.0089,1.0,2.0,5.0,1032.0,1363.0,239.11,336.53,923.0,171.6,2.33,8.7,3.2,418.8,737.7,1251.2,7.02985,7.075322,10.031694,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.72,1.81,0.39779005524861877,0.9642365197998374,4.280867658704489
mp-27366,KNiCl3,K6Ni6Cl18,"{'K': 6.0, 'Ni': 6.0, 'Cl': 18.0}",2.77523632723418,1,732.9110162555127,0.6991,-1.5189498705560005,0.0,19,28,17,4,4,3,1,10,17,39.0983,58.6934,35.453,45.94,6.59,17.39,1.52,0.74,0.78,2.0,1.17,1.0,273,240,182,0.82,1.92,3.16,48.385,111.537,348.575,100.0,91.0,0.0089,1.0,2.0,5.0,1032.0,3186.0,239.11,336.53,1728.0,171.6,2.33,17.2,3.2,418.8,737.1,1251.2,11.89981517,11.89981517,5.976407,90.0,90.0,119.9999954,1.0,2.0,-1.0,1.64,0.69,1.81,0.38121546961325964,0.9758073580374356,4.3685356209278625
mp-570300,MnTlCl3,Mn4Tl4Cl12,"{'Mn': 4.0, 'Tl': 4.0, 'Cl': 12.0}",4.618655739736183,3,525.890244242322,1.9565,-1.430572215887035,0.0,25,81,17,4,6,3,7,13,17,54.938045,204.3833,35.453,7.35,17.22,17.39,0.648333333,1.3325,0.78,1.29,1.44,1.0,245,260,182,1.55,1.62,3.16,0.0,36.375,348.575,7.8,46.0,0.0089,4.0,3.0,5.0,2334.0,1746.0,239.11,1519.0,577.0,171.6,13.2,4.2,3.2,717.3,589.4,1251.2,3.866394,9.184793,14.808792,90.0,90.0,90.0,1.0,2.0,-1.0,1.7,0.83,1.81,0.45856353591160215,0.9401306068048414,4.037505658296713
mp-30528,MnTlCl3,Mn4Tl4Cl12,"{'Mn': 4.0, 'Tl': 4.0, 'Cl': 12.0}",4.693962479291351,3,517.4532190567821,1.5116999999999998,-1.4061113063870352,0.0244609094999992,25,81,17,4,6,3,7,13,17,54.938045,204.3833,35.453,7.35,17.22,17.39,0.648333333,1.3325,0.78,1.29,1.44,1.0,245,260,182,1.55,1.62,3.16,0.0,36.375,348.575,7.8,46.0,0.0089,4.0,3.0,5.0,2334.0,1746.0,239.11,1519.0,577.0,171.6,13.2,4.2,3.2,717.3,589.4,1251.2,7.124932,7.14247,10.16815,90.0,90.0,90.0,1.0,2.0,-1.0,1.7,0.83,1.81,0.45856353591160215,0.9401306068048414,4.037505658296713
mp-570290,MnTlCl3,Mn1Tl1Cl3,"{'Mn': 1.0, 'Tl': 1.0, 'Cl': 3.0}",4.661371049938466,0,130.26778865164184,1.4,-1.4012559938870353,0.0293162219999993,25,81,17,4,6,3,7,13,17,54.938045,204.3833,35.453,7.35,17.22,17.39,0.648333333,1.3325,0.78,1.29,1.44,1.0,245,260,182,1.55,1.62,3.16,0.0,36.375,348.575,7.8,46.0,0.0089,4.0,3.0,5.0,2334.0,1746.0,239.11,1519.0,577.0,171.6,13.2,4.2,3.2,717.3,589.4,1251.2,5.069273,5.069273,5.069273,90.0,90.0,90.0,1.0,2.0,-1.0,1.7,0.83,1.81,0.45856353591160215,0.9401306068048414,4.037505658296713
mp-608490,NaHgCl3,Na4Hg4Cl12,"{'Na': 4.0, 'Hg': 4.0, 'Cl': 12.0}",3.8209859762994576,3,573.5443358061943,2.5237,-1.385024958456,0.055211802,11,80,17,3,6,3,1,12,17,22.98976928,200.59,35.453,23.78,14.09,17.39,1.16,1.245,0.78,1.6,1.32,1.0,250,247,182,0.93,2.0,3.16,52.867,0.0,348.575,140.0,8.3,0.0089,1.0,2.0,5.0,1156.0,629.88,239.11,370.87,234.32,171.6,2.6,2.29,3.2,495.8,1007.1,1251.2,4.197563,7.490832,18.240625,90.0,90.0,90.0,1.0,2.0,-1.0,1.39,1.02,1.81,0.56353591160221,0.7995553709529865,5.177547501217887
mp-27176,NaMnCl3,Na2Mn2Cl6,"{'Na': 2.0, 'Mn': 2.0, 'Cl': 6.0}",2.546462936659976,6,240.3455005495416,0.3063000000000002,-1.7293346328870345,0.0070040665000012,11,25,17,3,4,3,1,7,17,22.98976928,54.938045,35.453,23.78,7.35,17.39,1.16,0.648333333,0.78,1.6,1.29,1.0,250,245,182,0.93,1.55,3.16,52.867,0.0,348.575,140.0,7.8,0.0089,1.0,4.0,5.0,1156.0,2334.0,239.11,370.87,1519.0,171.6,2.6,13.2,3.2,495.8,717.3,1251.2,7.3638641,7.3638641,7.36386393,53.6379456,53.6379456,53.63794069,1.0,2.0,-1.0,1.39,0.83,1.81,0.45856353591160215,0.8570991287109666,4.428571145159333
mp-998197,RbCaCl3,Rb1Ca1Cl3,"{'Rb': 1.0, 'Ca': 1.0, 'Cl': 3.0}",2.411393916166868,2,159.69476307885475,5.01,-2.592421500456,0.0104480430000002,37,20,17,5,4,3,1,2,17,85.4678,40.078,35.453,55.76,26.2,17.39,1.66,1.14,0.78,2.15,1.74,1.0,321,262,182,0.82,1.01,3.16,46.884,2.37,348.575,58.0,200.0,0.0089,1.0,2.0,5.0,961.0,1757.0,239.11,312.46,1115.0,171.6,2.19,8.54,3.2,403.0,589.8,1251.2,5.42594838,5.42594838,5.42425575,89.93153956,89.93153956,90.05201343,1.0,2.0,-1.0,1.72,1.0,1.81,0.5524861878453039,0.888287166401606,3.9815341339078447
mp-23390,RbCdCl3,Rb4Cd4Cl12,"{'Rb': 4.0, 'Cd': 4.0, 'Cl': 12.0}",3.477532811390476,3,581.1001992926542,3.5695,-1.819239839956,0.0,37,48,17,5,5,3,1,12,17,85.4678,112.411,35.453,55.76,13.0,17.39,1.66,1.09,0.78,2.15,1.4,1.0,321,249,182,0.82,1.69,3.16,46.884,0.0,348.575,58.0,97.0,0.0089,1.0,2.0,5.0,961.0,1040.0,239.11,312.46,594.22,171.6,2.19,6.3,3.2,403.0,867.8,1251.2,4.1194,9.212283,15.31263,90.0,90.0,90.0,1.0,2.0,-1.0,1.72,0.95,1.81,0.5248618784530387,0.9043793252132294,3.9552508282230914
mp-30027,RbCrCl3,Rb4Cr4Cl12,"{'Rb': 4.0, 'Cr': 4.0, 'Cl': 12.0}",2.8255205718557463,2,573.1721861303449,0.5143,-1.7283663744560005,0.0196192938333323,37,24,17,5,4,3,1,6,17,85.4678,51.9961,35.453,55.76,7.23,17.39,1.66,0.94,0.78,2.15,1.3,1.0,321,245,182,0.82,1.66,3.16,46.884,64.3,348.575,58.0,94.0,0.0089,1.0,6.0,5.0,961.0,2944.0,239.11,312.46,2180.0,171.6,2.19,20.5,3.2,403.0,652.9,1251.2,7.19013159,7.19013159,12.91119814,86.44111391,86.44111391,59.41871501,1.0,2.0,-1.0,1.72,0.8,1.81,0.44198895027624313,0.9563551485013457,4.07123980805059
mp-568887,RbCrCl3,Rb2Cr2Cl6,"{'Rb': 2.0, 'Cr': 2.0, 'Cl': 6.0}",2.920825608196409,2,277.2349363450797,0.1299000000000001,-1.7196648024560006,0.028320865833332,37,24,17,5,4,3,1,6,17,85.4678,51.9961,35.453,55.76,7.23,17.39,1.66,0.94,0.78,2.15,1.3,1.0,321,245,182,0.82,1.66,3.16,46.884,64.3,348.575,58.0,94.0,0.0089,1.0,6.0,5.0,961.0,2944.0,239.11,312.46,2180.0,171.6,2.19,20.5,3.2,403.0,652.9,1251.2,7.13548588,7.13548588,6.31259966,88.0210188,88.0210188,59.68358071,1.0,2.0,-1.0,1.72,0.8,1.81,0.44198895027624313,0.9563551485013457,4.07123980805059
mp-568864,RbCrCl3,Rb4Cr4Cl12,"{'Rb': 4.0, 'Cr': 4.0, 'Cl': 12.0}",2.839136310673362,2,570.423405540088,0.4180999999999999,-1.7263851434560002,0.0216005248333326,37,24,17,5,4,3,1,6,17,85.4678,51.9961,35.453,55.76,7.23,17.39,1.66,0.94,0.78,2.15,1.3,1.0,321,245,182,0.82,1.66,3.16,46.884,64.3,348.575,58.0,94.0,0.0089,1.0,6.0,5.0,961.0,2944.0,239.11,312.46,2180.0,171.6,2.19,20.5,3.2,403.0,652.9,1251.2,7.18530351,7.18530351,12.82195607,87.60145923,87.60145923,59.62082835,1.0,2.0,-1.0,1.72,0.8,1.81,0.44198895027624313,0.9563551485013457,4.07123980805059
mp-23055,RbCuCl3,Rb4Cu4Cl12,"{'Rb': 4.0, 'Cu': 4.0, 'Cl': 12.0}",3.0948999080788147,3,548.07137360415,0.1858999999999999,-1.453372282956,0.0182369935000008,37,29,17,5,4,3,1,11,17,85.4678,63.546,35.453,55.76,7.11,17.39,1.66,0.82,0.78,2.15,1.22,1.0,321,238,182,0.82,1.9,3.16,46.884,119.159,348.575,58.0,400.0,0.0089,1.0,2.0,5.0,961.0,3200.0,239.11,312.46,1357.77,171.6,2.19,13.1,3.2,403.0,745.5,1251.2,6.41336,7.153196,11.946794,90.0,90.0,90.0,1.0,2.0,-1.0,1.72,0.73,1.81,0.4033149171270718,0.982711392751383,4.2286563294286985
mp-1206801,RbEuCl3,Rb1Eu1Cl3,"{'Rb': 1.0, 'Eu': 1.0, 'Cl': 3.0}",3.15540753513154,0,180.92054600923964,0.5872000000000002,-2.535435674456001,0.0374765835000001,37,63,17,5,8,3,1,9,17,85.4678,151.964,35.453,55.76,28.97,17.39,1.66,1.1985,0.78,2.15,1.83,1.0,321,283,182,0.82,1.19,3.16,46.884,83.363,348.575,58.0,14.0,0.0089,1.0,3.0,5.0,961.0,1800.0,239.11,312.46,1099.0,171.6,2.19,9.2,3.2,403.0,547.1,1251.2,5.655825,5.655825,5.655825,90.0,90.0,90.0,1.0,2.0,-1.0,1.72,1.17,1.81,0.6464088397790054,0.8376130663048701,4.362235896153049
mp-27369,RbGeCl3,Rb2Ge2Cl6,"{'Rb': 2.0, 'Ge': 2.0, 'Cl': 6.0}",2.5890971180415554,2,339.2359831993296,3.8813,-1.680894275456,0.0,37,32,17,5,4,3,1,14,17,85.4678,72.64,35.453,55.76,13.63,17.39,1.66,0.77,0.78,2.15,1.2,1.0,321,229,182,0.82,2.01,3.16,46.884,118.939,348.575,58.0,60.0,0.0089,1.0,4.0,5.0,961.0,3093.0,239.11,312.46,1211.4,171.6,2.19,31.8,3.2,403.0,762.0,1251.2,7.196423,5.91437,8.36143008,72.40681997,90.0,90.0,1.0,2.0,-1.0,1.72,0.73,1.81,0.4033149171270718,0.982711392751383,4.2286563294286985
mp-27208,RbMgCl3,Rb4Mg4Cl12,"{'Rb': 4.0, 'Mg': 4.0, 'Cl': 12.0}",2.6594281749054325,1,539.8082201597189,4.7517,-2.272281869122667,0.0,37,12,17,5,3,3,1,2,17,85.4678,24.305,35.453,55.76,14.0,17.39,1.66,0.86,0.78,2.15,1.4,1.0,321,251,182,0.82,1.31,3.16,46.884,0.0,348.575,58.0,160.0,0.0089,1.0,2.0,5.0,961.0,1363.0,239.11,312.46,923.0,171.6,2.19,8.7,3.2,403.0,737.7,1251.2,7.20619481,7.20619481,12.003196,90.0,90.0,120.00000741,1.0,2.0,-1.0,1.72,0.72,1.81,0.39779005524861877,0.9865956275053409,4.2571262530591945
mp-662499,RbMgCl3,Rb6Mg6Cl18,"{'Rb': 6.0, 'Mg': 6.0, 'Cl': 18.0}",2.708582200301263,1,795.0180667834107,4.6099,-2.2680398137893336,0.0042420553333348,37,12,17,5,3,3,1,2,17,85.4678,24.305,35.453,55.76,14.0,17.39,1.66,0.86,0.78,2.15,1.4,1.0,321,251,182,0.82,1.31,3.16,46.884,0.0,348.575,58.0,160.0,0.0089,1.0,2.0,5.0,961.0,1363.0,239.11,312.46,923.0,171.6,2.19,8.7,3.2,403.0,737.7,1251.2,7.18400266,7.18400266,17.787439,90.0,90.0,120.00000612,1.0,2.0,-1.0,1.72,0.72,1.81,0.39779005524861877,0.9865956275053409,4.2571262530591945
mp-569309,RbMnCl3,Rb6Mn6Cl18,"{'Rb': 6.0, 'Mn': 6.0, 'Cl': 18.0}",3.0185235164023414,1,814.4962194120128,1.3114,-1.8121761627203683,0.0,37,25,17,5,4,3,1,7,17,85.4678,54.938045,35.453,55.76,7.35,17.39,1.66,0.648333333,0.78,2.15,1.29,1.0,321,245,182,0.82,1.55,3.16,46.884,0.0,348.575,58.0,7.8,0.0089,1.0,4.0,5.0,961.0,2334.0,239.11,312.46,1519.0,171.6,2.19,13.2,3.2,403.0,717.3,1251.2,7.2335719,7.2335719,17.974335,90.0,90.0,119.99999911,1.0,2.0,-1.0,1.72,0.83,1.81,0.45856353591160215,0.9454874763592851,4.0247195335144745
mp-23486,RbNiCl3,Rb2Ni2Cl6,"{'Rb': 2.0, 'Ni': 2.0, 'Cl': 6.0}",3.2464049507403985,1,256.28261747048515,0.7182000000000002,-1.539950743456,0.0,37,28,17,5,4,3,1,10,17,85.4678,58.6934,35.453,55.76,6.59,17.39,1.66,0.74,0.78,2.15,1.17,1.0,321,240,182,0.82,1.92,3.16,46.884,111.537,348.575,58.0,91.0,0.0089,1.0,2.0,5.0,961.0,3186.0,239.11,312.46,1728.0,171.6,2.19,17.2,3.2,403.0,737.1,1251.2,7.05616239,7.05616239,5.943625,90.0,90.0,120.00000369,1.0,2.0,-1.0,1.72,0.69,1.81,0.38121546961325964,0.9984347750354051,4.352317427651996
mp-998605,RbPbCl3,Rb1Pb1Cl3,"{'Rb': 1.0, 'Pb': 1.0, 'Cl': 3.0}",3.547779715200581,2,186.76458044490604,3.0393,-1.817052519456,0.038125575,37,82,17,5,6,3,1,14,17,85.4678,207.2,35.453,55.76,18.26,17.39,1.66,1.1225,0.78,2.15,1.45,1.0,321,254,182,0.82,2.33,3.16,46.884,35.121,348.575,58.0,35.0,0.0089,1.0,4.0,5.0,961.0,2022.0,239.11,312.46,600.61,171.6,2.19,4.77,3.2,403.0,715.6,1251.2,5.71715466,5.71715466,5.71394563,89.90838683,89.90838683,90.07350049,1.0,2.0,-1.0,1.72,1.19,1.81,0.6574585635359116,0.8320289791961709,4.444710907655405
mp-1209191,RbPbCl3,Rb1Pb1Cl3,"{'Rb': 1.0, 'Pb': 1.0, 'Cl': 3.0}",3.534781906107159,0,187.45133578838053,3.091,-1.8168322854560004,0.0383458089999999,37,82,17,5,6,3,1,14,17,85.4678,207.2,35.453,55.76,18.26,17.39,1.66,1.1225,0.78,2.15,1.45,1.0,321,254,182,0.82,2.33,3.16,46.884,35.121,348.575,58.0,35.0,0.0089,1.0,4.0,5.0,961.0,2022.0,239.11,312.46,600.61,171.6,2.19,4.77,3.2,403.0,715.6,1251.2,5.723076,5.723076,5.723076,90.0,90.0,90.0,1.0,2.0,-1.0,1.72,1.19,1.81,0.6574585635359116,0.8320289791961709,4.444710907655405
mp-998604,RbPbCl3,Rb2Pb2Cl6,"{'Rb': 2.0, 'Pb': 2.0, 'Cl': 6.0}",3.933732341279314,3,336.8808716685064,3.2997,-1.855178094456,0.0,37,82,17,5,6,3,1,14,17,85.4678,207.2,35.453,55.76,18.26,17.39,1.66,1.1225,0.78,2.15,1.45,1.0,321,254,182,0.82,2.33,3.16,46.884,35.121,348.575,58.0,35.0,0.0089,1.0,4.0,5.0,961.0,2022.0,239.11,312.46,600.61,171.6,2.19,4.77,3.2,403.0,715.6,1251.2,7.54561361,7.54561361,10.753737,90.0,90.0,146.61863659,1.0,2.0,-1.0,1.72,1.19,1.81,0.6574585635359116,0.8320289791961709,4.444710907655405
mp-998156,RbSnCl3,Rb1Sn1Cl3,"{'Rb': 1.0, 'Sn': 1.0, 'Cl': 3.0}",2.931167509622487,2,175.92255861329596,2.1018,-1.7519132934560004,0.0227171739999998,37,50,17,5,5,3,1,14,17,85.4678,118.71,35.453,55.76,16.29,17.39,1.66,0.83,0.78,2.15,1.4,1.0,321,242,182,0.82,1.96,3.16,46.884,107.298,348.575,58.0,67.0,0.0089,1.0,4.0,5.0,961.0,2875.0,239.11,312.46,505.08,171.6,2.19,7.0,3.2,403.0,708.6,1251.2,5.598741,5.598741,5.61290575,89.40499047,89.40499047,90.0388011,1.0,2.0,-1.0,1.72,1.15,1.81,0.6353591160220994,0.8432726140501733,4.289243549848396
mp-1209047,RbSrCl3,Rb1Sr1Cl3,"{'Rb': 1.0, 'Sr': 1.0, 'Cl': 3.0}",2.510549347487334,0,184.83298442262463,4.6662,-2.5888221907893336,0.04104402925,37,38,17,5,5,3,1,2,17,85.4678,87.62,35.453,55.76,33.94,17.39,1.66,1.32,0.78,2.15,1.9,1.0,321,284,182,0.82,0.95,3.16,46.884,4.631,348.575,58.0,35.0,0.0089,1.0,2.0,5.0,961.0,1655.0,239.11,312.46,1050.0,171.6,2.19,8.0,3.2,403.0,549.5,1251.2,5.696304,5.696304,5.696304,90.0,90.0,90.0,1.0,2.0,-1.0,1.72,1.18,1.81,0.6519337016574586,0.8348116848122115,4.402234309470071
