material_id,pretty_formula,full_formula,unit_cell_formula,density,spacegroup.crystal_system,volume,band_gap,formation_energy_per_atom,e_above_hull,z_A,z_B,z_X,row_A,row_B,row_X,grp_A,grp_B,grp_X,atom_mass_A,atom_mass_B,atom_mass_X,mol_vol_A,mol_vol_B,mol_vol_X,ion_rad_A,ion_rad_B,ion_rad_X,cov_rad_A,cov_rad_B,cov_rad_X,vdw_rad_A,vdw_rad_B,vdw_rad_X,x_A,x_B,x_X,ea_A,ea_B,ea_X,k_A,k_B,k_X,val_A,val_B,val_X,bp_A,bp_B,bp_X,mp_A,mp_B,mp_X,heat_fus_A,heat_fus_B,heat_fus_X,ie_A,ie_B,ie_X,a,b,c,alpha,beta,gamma,nA,nB,nX,rA,rB,rX,mu,t,tau
mp-644332,KMnF3,K4Mn4F12,"{'K': 4.0, 'Mn': 4.0, 'F': 12.0}",3.232041987873104,2,310.3843299606014,2.6922,-3.0396379504370348,0.0016951900000012,19,25,9,4,4,2,1,7,17,39.0983,54.938045,18.9984032,45.94,7.35,11.2,1.52,0.648333333,0.705,2.0,1.29,0.6,273,245,146,0.82,1.55,3.98,48.385,0.0,328.165,100.0,7.8,0.0277,1.0,4.0,1.0,1032.0,2334.0,85.03,336.53,1519.0,53.53,2.33,13.2,0.26,418.8,717.3,1681.0,8.540434,6.01211,6.04495373,89.97188741,90.0,90.0,1.0,2.0,-1.0,1.64,0.83,1.33,0.6240601503759398,0.9722718241315027,3.503773370075809
mp-560382,KMnF3,K4Mn4F12,"{'K': 4.0, 'Mn': 4.0, 'F': 12.0}",3.238886811208576,4,309.72838672191614,2.6774,-3.039949144937035,0.0013839955000012,19,25,9,4,4,2,1,7,17,39.0983,54.938045,18.9984032,45.94,7.35,11.2,1.52,0.648333333,0.705,2.0,1.29,0.6,273,245,146,0.82,1.55,3.98,48.385,0.0,328.165,100.0,7.8,0.0277,1.0,4.0,1.0,1032.0,2334.0,85.03,336.53,1519.0,53.53,2.33,13.2,0.26,418.8,717.3,1681.0,6.022982,6.022982,8.538034,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.83,1.33,0.6240601503759398,0.9722718241315027,3.503773370075809
mp-28774,KSnF3,K8Sn8F24,"{'K': 8.0, 'Sn': 8.0, 'F': 24.0}",3.5448548438377405,5,804.9742740888714,3.5101,-2.816172642064,0.0,19,50,9,4,5,2,1,14,17,39.0983,118.71,18.9984032,45.94,16.29,11.2,1.52,0.83,0.705,2.0,1.4,0.6,273,242,146,0.82,1.96,3.98,48.385,107.298,328.165,100.0,67.0,0.0277,1.0,4.0,1.0,1032.0,2875.0,85.03,336.53,505.08,53.53,2.33,7.0,0.26,418.8,708.6,1681.0,8.229647,10.20420195,10.50167588,79.883343,72.31119396,74.39245718,1.0,2.0,-1.0,1.64,1.15,1.33,0.8646616541353382,0.8468173952113088,4.174411694222376
mp-557257,KVF3,K1V1F3,"{'K': 1.0, 'V': 1.0, 'F': 3.0}",3.236477071913641,0,75.43924216782489,2.4535,-3.0587568023139995,0.0,19,23,9,4,4,2,1,5,17,39.0983,50.9415,18.9984032,45.94,8.32,11.2,1.52,0.7775,0.705,2.0,1.44,0.6,273,242,146,0.82,1.63,3.98,48.385,50.6,328.165,100.0,31.0,0.0277,1.0,5.0,1.0,1032.0,3680.0,85.03,336.53,2183.0,53.53,2.33,22.8,0.26,418.8,650.9,1681.0,4.22538,4.22538,4.22538,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.79,1.33,0.5939849624060151,0.9906165755302102,3.5256809048189606
mp-5878,KZnF3,K1Zn1F3,"{'K': 1.0, 'Zn': 1.0, 'F': 3.0}",3.802593253959647,0,70.5258776403403,3.7864,-2.8354007633140004,0.0,19,30,9,4,4,2,1,12,17,39.0983,65.409,18.9984032,45.94,9.16,11.2,1.52,0.88,0.705,2.0,1.2,0.6,273,239,146,0.82,1.65,3.98,48.385,0.0,328.165,100.0,120.0,0.0277,1.0,2.0,1.0,1032.0,1180.0,85.03,336.53,692.68,53.53,2.33,7.35,0.26,418.8,906.4,1681.0,4.13158,4.13158,4.13158,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.74,1.33,0.556390977443609,1.01454451213722,3.5821835745669794
mp-752701,LiCuF3,Li4Cu4F12,"{'Li': 4.0, 'Cu': 4.0, 'F': 12.0}",3.9277656678150334,5,215.58230020891196,0.0356999999999999,-2.353529663547333,0.0179693334999999,3,29,9,2,4,2,1,11,17,6.941,63.546,18.9984032,13.02,7.11,11.2,0.9,0.82,0.705,1.3,1.22,0.6,212,238,146,0.98,1.9,3.98,59.633,119.159,328.165,85.0,400.0,0.0277,1.0,2.0,1.0,1615.0,3200.0,85.03,453.69,1357.77,53.53,3.0,13.1,0.26,520.0,745.5,1681.0,5.174564,5.2832539,7.91884247,88.59963804,87.06488842,85.81429906,1.0,2.0,-1.0,0.92,0.73,1.33,0.5488721804511277,0.7723253678008407,6.2698868575826765
mp-753405,LiCuF3,Li4Cu4F12,"{'Li': 4.0, 'Cu': 4.0, 'F': 12.0}",3.540882050475312,2,239.1372390490933,0.4592,-2.352341888547333,0.0191571084999999,3,29,9,2,4,2,1,11,17,6.941,63.546,18.9984032,13.02,7.11,11.2,0.9,0.82,0.705,1.3,1.22,0.6,212,238,146,0.98,1.9,3.98,59.633,119.159,328.165,85.0,400.0,0.0277,1.0,2.0,1.0,1615.0,3200.0,85.03,453.69,1357.77,53.53,3.0,13.1,0.26,520.0,745.5,1681.0,9.81222,3.279096,7.74363276,73.6990589,90.0,90.0,1.0,2.0,-1.0,0.92,0.73,1.33,0.5488721804511277,0.7723253678008407,6.2698868575826765
mp-761897,LiCuF3,Li6Cu6F18,"{'Li': 6.0, 'Cu': 6.0, 'F': 18.0}",3.925081124303655,1,323.59462028929926,0.5509,-2.329927887047334,0.0415711099999995,3,29,9,2,4,2,1,11,17,6.941,63.546,18.9984032,13.02,7.11,11.2,0.9,0.82,0.705,1.3,1.22,0.6,212,238,146,0.98,1.9,3.98,59.633,119.159,328.165,85.0,400.0,0.0277,1.0,2.0,1.0,1615.0,3200.0,85.03,453.69,1357.77,53.53,3.0,13.1,0.26,520.0,745.5,1681.0,5.05690681,5.05690681,14.611702,90.0,90.0,120.00001064,1.0,2.0,-1.0,0.92,0.73,1.33,0.5488721804511277,0.7723253678008407,6.2698868575826765
mp-755103,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.2287193363869457,2,246.41519718834505,3.0058,-2.762708659047333,0.1718654849999996,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,6.54206877,6.54206877,5.87188933,87.43974465,87.43974465,79.1665961,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-760354,LiFeF3,Li3Fe3F9,"{'Li': 3.0, 'Fe': 3.0, 'F': 9.0}",3.3052539106286822,5,180.5320105778837,3.0661,-2.8427268830473333,0.0918472609999989,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.204578,5.21001054,7.6601172,89.86489198,89.88291936,60.36033268,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-776604,LiFeF3,Li12Fe12F36,"{'Li': 12.0, 'Fe': 12.0, 'F': 36.0}",3.494947166682819,5,682.9335100050309,2.2228,-2.8938586240473327,0.04071552,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.801413,5.81477765,23.26951837,89.96246625,89.95894415,60.45980752,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-754707,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.018560509767178,2,263.5711655828217,3.2951,-2.875204764547333,0.0593693794999996,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,7.09373183,7.09373183,5.71572528,73.83625029,73.83625029,79.42169848,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-755136,LiFeF3,Li2Fe2F6,"{'Li': 2.0, 'Fe': 2.0, 'F': 6.0}",3.8762450263780064,3,102.6258023586594,3.5130000000000003,-2.8468051220473334,0.0877690219999989,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.07531497,5.07531497,7.169032,90.0,90.0,146.23844267,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-776026,LiFeF3,Li8Fe8F24,"{'Li': 8.0, 'Fe': 8.0, 'F': 24.0}",3.303672507495352,4,481.6491405467986,3.1084,-2.8143850640473334,0.709211891999999,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,8.811519,8.811519,6.203392,90.0,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-777888,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.480241645023156,6,228.6063995238233,3.2699,-2.8668784485473333,0.0676956954999994,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,6.105144,6.11173082,6.12676191,90.09645642,90.0485448,90.17288889,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-776017,LiFeF3,Li8Fe8F24,"{'Li': 8.0, 'Fe': 8.0, 'F': 24.0}",2.9776544648279297,3,534.3840404179251,3.2909,-2.865236924047333,0.601552064999999,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.742143,9.248487,10.062567,90.0,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-754051,LiFeF3,Li2Fe2F6,"{'Li': 2.0, 'Fe': 2.0, 'F': 6.0}",3.532436708983564,6,112.61426282858189,0.0402999999999997,-2.571181665047333,0.3633924789999998,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.70138593,5.70138593,5.7013851,53.97861217,53.97861217,53.97861545,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-777622,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.32118247437328,5,239.5548928975201,3.3349,-2.8830419785473334,0.0515321654999993,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.272201,5.36776833,10.05507842,95.35879639,100.39341787,118.91149969,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-777522,LiFeF3,Li2Fe2F6,"{'Li': 2.0, 'Fe': 2.0, 'F': 6.0}",3.399660829892533,3,117.0124832668619,3.2849,-2.892965499047333,0.4806496739999994,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,7.53956343,7.53956343,5.022894,90.0,90.0,155.80690851,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-776080,LiFeF3,Li8Fe8F24,"{'Li': 8.0, 'Fe': 8.0, 'F': 24.0}",3.4528978136984145,3,460.83351136849024,3.4842,-2.887155058047333,0.529777662499999,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,4.990726,8.719738,10.589535,90.0,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-775760,LiFeF3,Li10Fe10F30,"{'Li': 10.0, 'Fe': 10.0, 'F': 30.0}",3.1015517546352886,5,641.2963371903874,3.0155000000000003,-2.862382010847333,0.0721921331999988,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,6.967106,7.91519056,12.14921946,106.148431,94.38548247,90.63333499,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-756109,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.654106030503097,3,217.7291806259034,3.3048,-2.852205635047333,0.0633513319999989,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.04873,5.328973,8.092654,90.0,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-755575,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.2848791659727663,3,242.2023678018626,3.2696,-2.819992100047333,0.6137918309999986,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,3.057776,5.393068,14.687126,90.0,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-777899,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.103984485925202,3,256.31748984224265,3.2797,-2.8479775605473336,0.5641376929999993,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,3.997998,6.467314,9.913151,90.0,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-776027,LiFeF3,Li8Fe8F24,"{'Li': 8.0, 'Fe': 8.0, 'F': 24.0}",3.360243976257419,4,473.5403247878109,3.015,-2.8217571580473333,0.6650087667499998,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,8.732069,8.732069,6.210444,90.0,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-777672,LiFeF3,Li2Fe2F6,"{'Li': 2.0, 'Fe': 2.0, 'F': 6.0}",3.283862674991411,3,121.1386697136616,3.0807,-2.8470738210473336,0.0875003229999986,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,3.235396,6.30375306,6.30477574,70.40473938,89.80160648,89.81444461,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-755179,LiFeF3,Li2Fe2F6,"{'Li': 2.0, 'Fe': 2.0, 'F': 6.0}",3.2357097008499003,2,122.941423288473,3.0525,-2.814960811047333,0.5803673639999989,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.809004,4.040656,5.56703902,70.19480646,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-777489,LiFeF3,Li6Fe6F18,"{'Li': 6.0, 'Fe': 6.0, 'F': 18.0}",2.500295011604103,6,477.3069827255176,3.0799,-2.8231537230473327,0.6500551366666656,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,8.81401832,8.81401832,8.81401805,111.75792083,111.75792083,111.75792295,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-754816,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.531078082714771,3,225.31518513743333,3.3132,-2.875626485047333,0.5353825059999995,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,5.33027,5.353386,7.896101,90.0,90.0,90.0,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-754994,LiFeF3,Li4Fe4F12,"{'Li': 4.0, 'Fe': 4.0, 'F': 12.0}",3.2280687889594835,2,246.4648568403223,3.1212,-2.8606609975473334,0.6328942619999989,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,7.03236141,7.03236141,5.79063177,72.29659831,72.29659831,67.64287451,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-777470,LiFeF3,Li6Fe6F18,"{'Li': 6.0, 'Fe': 6.0, 'F': 18.0}",3.41889765117658,6,349.0622971710539,3.4589,-2.1398709300473326,0.7947032140000001,3,26,9,2,4,2,1,8,17,6.941,55.845,18.9984032,13.02,7.09,11.2,0.9,0.8525,0.705,1.3,1.24,0.6,212,244,146,0.98,1.83,3.98,59.633,14.569,328.165,85.0,80.0,0.0277,1.0,3.0,1.0,1615.0,3134.0,85.03,453.69,1811.0,53.53,3.0,13.8,0.26,520.0,762.5,1681.0,12.29873847,12.29873847,12.29873798,27.45728192,27.45728192,27.45728169,2.0,1.0,-1.0,0.92,0.76,1.33,0.5714285714285714,0.7612393577367139,10.422003513758154
mp-777298,LiMnF3,Li8Mn8F24,"{'Li': 8.0, 'Mn': 8.0, 'F': 24.0}",2.850763699625378,3,553.9437556390793,3.6266,-3.0295626449203685,0.0377990582499849,3,25,9,2,4,2,1,7,17,6.941,54.938045,18.9984032,13.02,7.35,11.2,0.9,0.648333333,0.705,1.3,1.29,0.6,212,245,146,0.98,1.55,3.98,59.633,0.0,328.165,85.0,7.8,0.0277,1.0,4.0,1.0,1615.0,2334.0,85.03,453.69,1519.0,53.53,3.0,13.2,0.26,520.0,717.3,1681.0,5.890761,9.339731,10.068387,90.0,90.0,90.0,2.0,1.0,-1.0,0.96,0.76,1.33,0.5714285714285714,0.7747725018742555,8.564020498683469
mp-779073,LiMnF3,Li6Mn6F18,"{'Li': 6.0, 'Mn': 6.0, 'F': 18.0}",3.2900267847929627,6,359.9885776407317,3.7829,-2.8220701811703672,0.2452915219999853,3,25,9,2,4,2,1,7,17,6.941,54.938045,18.9984032,13.02,7.35,11.2,0.9,0.648333333,0.705,1.3,1.29,0.6,212,245,146,0.98,1.55,3.98,59.633,0.0,328.165,85.0,7.8,0.0277,1.0,4.0,1.0,1615.0,2334.0,85.03,453.69,1519.0,53.53,3.0,13.2,0.26,520.0,717.3,1681.0,12.14357869,12.14357869,12.14357874,28.48385005,28.48385005,28.48384947,2.0,1.0,-1.0,0.96,0.76,1.33,0.5714285714285714,0.7747725018742555,8.564020498683469
mp-867743,LiMnF3,Li2Mn2F6,"{'Li': 2.0, 'Mn': 2.0, 'F': 6.0}",2.214983123367355,1,178.23643141457626,3.7717,-2.973957956170368,0.0925458279999853,3,25,9,2,4,2,1,7,17,6.941,54.938045,18.9984032,13.02,7.35,11.2,0.9,0.648333333,0.705,1.3,1.29,0.6,212,245,146,0.98,1.55,3.98,59.633,0.0,328.165,85.0,7.8,0.0277,1.0,4.0,1.0,1615.0,2334.0,85.03,453.69,1519.0,53.53,3.0,13.2,0.26,520.0,717.3,1681.0,5.90720287,5.90720287,5.897964,90.0,90.0,120.00000973,2.0,1.0,-1.0,0.96,0.76,1.33,0.5714285714285714,0.7747725018742555,8.564020498683469
mp-764783,LiMnF3,Li4Mn4F12,"{'Li': 4.0, 'Mn': 4.0, 'F': 12.0}",2.6753266381153806,3,295.1345693104732,2.712,-2.975991251170369,0.0905874344999846,3,25,9,2,4,2,1,7,17,6.941,54.938045,18.9984032,13.02,7.35,11.2,0.9,0.648333333,0.705,1.3,1.29,0.6,212,245,146,0.98,1.55,3.98,59.633,0.0,328.165,85.0,7.8,0.0277,1.0,4.0,1.0,1615.0,2334.0,85.03,453.69,1519.0,53.53,3.0,13.2,0.26,520.0,717.3,1681.0,5.646784,5.967319,8.7587,90.0,90.0,90.0,2.0,1.0,-1.0,0.96,0.76,1.33,0.5714285714285714,0.7747725018742555,8.564020498683469
mp-779317,LiMnF3,Li12Mn12F36,"{'Li': 12.0, 'Mn': 12.0, 'F': 36.0}",2.948296548887614,2,803.4280426128704,3.5197000000000003,-3.000315145170368,0.0659631393333182,3,25,9,2,4,2,1,7,17,6.941,54.938045,18.9984032,13.02,7.35,11.2,0.9,0.648333333,0.705,1.3,1.29,0.6,212,245,146,0.98,1.55,3.98,59.633,0.0,328.165,85.0,7.8,0.0277,1.0,4.0,1.0,1615.0,2334.0,85.03,453.69,1519.0,53.53,3.0,13.2,0.26,520.0,717.3,1681.0,7.165301,7.242488,15.56412025,84.10873549,90.0,90.0,2.0,1.0,-1.0,0.96,0.76,1.33,0.5714285714285714,0.7747725018742555,8.564020498683469
mp-778800,LiMnF3,Li6Mn6F18,"{'Li': 6.0, 'Mn': 6.0, 'F': 18.0}",3.1737110045874872,5,373.182076422699,3.5515,-2.991825854170368,0.0755358489999844,3,25,9,2,4,2,1,7,17,6.941,54.938045,18.9984032,13.02,7.35,11.2,0.9,0.648333333,0.705,1.3,1.29,0.6,212,245,146,0.98,1.55,3.98,59.633,0.0,328.165,85.0,7.8,0.0277,1.0,4.0,1.0,1615.0,2334.0,85.03,453.69,1519.0,53.53,3.0,13.2,0.26,520.0,717.3,1681.0,6.578328,6.76339167,8.92642599,90.56612663,107.65830156,98.91742473,2.0,1.0,-1.0,0.96,0.76,1.33,0.5714285714285714,0.7747725018742555,8.564020498683469
mp-759093,LiMnF3,Li4Mn4F12,"{'Li': 4.0, 'Mn': 4.0, 'F': 12.0}",3.2244964445956352,3,244.8696683875661,3.63,-3.0374990501703683,0.0294513874999848,3,25,9,2,4,2,1,7,17,6.941,54.938045,18.9984032,13.02,7.35,11.2,0.9,0.648333333,0.705,1.3,1.29,0.6,212,245,146,0.98,1.55,3.98,59.633,0.0,328.165,85.0,7.8,0.0277,1.0,4.0,1.0,1615.0,2334.0,85.03,453.69,1519.0,53.53,3.0,13.2,0.26,520.0,717.3,1681.0,5.048173,5.385453,9.006966,90.0,90.0,90.0,2.0,1.0,-1.0,0.96,0.76,1.33,0.5714285714285714,0.7747725018742555,8.564020498683469
